数据集名称,ltv_create_body,ltv_update_body,assert_ltv_name
数据集-923,"{""name"": ""新建LTV分析922"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": "">"", ""values"": [""1675134050711""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析922"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析922
数据集-924,"{""name"": ""新建LTV分析923"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""Web""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": "">"", ""values"": [""1675134050711""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析923"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析923
数据集-925,"{""name"": ""新建LTV分析924"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""Web""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析924"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析924
数据集-926,"{""name"": ""新建LTV分析925"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": ["" ""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析925"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析925
数据集-927,"{""name"": ""新建LTV分析926"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""Web""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析926"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析926
数据集-928,"{""name"": ""新建LTV分析927"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析927"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析927
数据集-929,"{""name"": ""新建LTV分析928"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,0""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析928"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析928
数据集-930,"{""name"": ""新建LTV分析929"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""iOS""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析929"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析929
数据集-931,"{""name"": ""新建LTV分析930"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""实用""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""实用""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""iOS""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析930"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析930
数据集-932,"{""name"": ""新建LTV分析931"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""实用""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析931"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析931
数据集-933,"{""name"": ""新建LTV分析932"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""保暖""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""iOS""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析932"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析932
数据集-934,"{""name"": ""新建LTV分析933"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""保暖""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析933"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析933
数据集-935,"{""name"": ""新建LTV分析934"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析934"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析934
数据集-936,"{""name"": ""新建LTV分析935"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": [""1675130471180""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""iOS""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析935"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析935
数据集-937,"{""name"": ""新建LTV分析936"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""between"", ""values"": [""abs:1672502400000,1675180799999""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""实用""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析936"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析936
